1612, true, 2.187412171801755, 6.8107992292247905, 3.9850190244058923, 3
1583, true, 4.3304374638209815, 2.73020091350325, 3.356619020607119, 3
1543, true, 2.700431315079794, 6.140017071196738, 8.475462456851899, 3
1525, true, 6.106046231146624, 4.419006391548988, 4.262657074509306, 3
1498, true, 4.928869142014471, 6.621189666540356, 5.267809181629648, 3
1481, true, 2.340285937148544, 1.0, 5.793151427903268, 3
1478, true, 3.3289664465999875, 1.0, 3.5970334370194794, 3
1474, true, 8.547211013788877, 3.8383320687475395, 5.066207946305157, 3
1451, false, 2.4455978079307554, 4.348611022427013, 4.9239457056720815, 3
1430, false, 4.999789900089816, 7.476999449001029, 1.1647715252426578, 3
1411, false, 5.274832850401232, 3.8704028793117384, 2.8691161326399763, 3
1395, false, 3.7138343311260664, 1.0, 4.404462400301338, 3
1372, false, 2.7006259289426, 4.7662499085680565, 9.316488084866844, 3
1370, false, 5.620701734311488, 5.420966050374786, 9.381988717495563, 3
1358, false, 5.89944824041975, 5.995224213168873, 10.740005810424101, 3
1331, false, 4.836725067753905, 6.176917843198919, 1.0, 3
1331, false, 4.083766834247175, 4.978314047450461, 3.63216591251722, 3
1311, false, 1.726249530669519, 3.304115283766389, 3.2436153090302238, 3
1304, false, 5.3478332512389635, 4.846480182164704, 4.078390280921913, 3
1234, false, 5.248128116508523, 5.311414929267107, 8.304583798187931, 3
