1665, true, 14.0, 1.0, 3.0, 0
1642, true, 14.0, 1.0, 7.0, 0
1587, true, 14.0, 1.0, 15.0, 0
1545, true, 14.0, 1.0, 13.0, 0
1532, false, 14.0, 1.0, 11.0, 0
1522, false, 14.0, 1.0, 17.0, 0
1493, false, 14.0, 1.0, 5.0, 0
1472, false, 14.0, 1.0, 19.0, 0
1438, false, 14.0, 1.0, 9.0, 0
1437, false, 14.0, 1.0, 1.0, 0
1682, true, 14.0, 1.0, 3.3589540468422685, 1
1667, true, 14.0, 1.0, 2.90173565479815, 1
1621, true, 14.0, 1.0, 12.912228112248874, 1
1587, true, 14.0, 1.0, 7.041654816311268, 1
1494, false, 14.0, 1.0, 14.867278026513858, 1
1492, false, 14.0, 1.0, 13.161956997135812, 1
1468, false, 14.0, 1.0, 14.97395825270926, 1
1465, false, 14.0, 1.0, 7.314660057358957, 1
1753, true, 14.0, 1.0, 3.2089035522180716, 2
1652, true, 14.0, 1.0, 3.2608688380733173, 2
1638, true, 14.0, 1.0, 3.0254412620743585, 2
1613, true, 14.0, 1.0, 3.216169303285757, 2
1530, false, 14.0, 1.0, 7.254989902021357, 2
1502, false, 14.0, 1.0, 12.527600040296653, 2
1473, false, 14.0, 1.0, 7.275381312639, 2
1463, false, 14.0, 1.0, 12.971067633356409, 2
1731, true, 14.0, 1.0, 3.661062887882505, 3
1645, true, 14.0, 1.0, 3.832780754974178, 3
1636, true, 14.0, 1.0, 3.3717834622629232, 3
1629, true, 14.0, 1.0, 3.4514744414946414, 3
1606, false, 14.0, 1.0, 2.838227256806465, 3
1578, false, 14.0, 1.0, 2.9141262297822252, 3
1560, false, 14.0, 1.0, 3.512588735920642, 3
1552, false, 14.0, 1.0, 3.2442573460062194, 3
1725, true, 14.0, 1.0, 3.9407875662820473, 4
1646, true, 14.0, 1.0, 3.312076360335639, 4
1633, true, 14.0, 1.0, 4.308592573344146, 4
1594, true, 14.0, 1.0, 3.6805831682360366, 4
1586, false, 14.0, 1.0, 3.6403463057944183, 4
1586, false, 14.0, 1.0, 3.8281634863246365, 4
1569, false, 14.0, 1.0, 3.331324859625006, 4
1555, false, 14.0, 1.0, 4.012856639635634, 4
1828, true, 14.0, 1.0, 3.8482341702527316, 5
1650, true, 14.0, 1.0, 2.9135857962725638, 5
1649, true, 14.0, 1.0, 3.8247518850258633, 5
1609, true, 14.0, 1.0, 4.0947477811153865, 5
1593, false, 14.0, 1.0, 4.030741949051391, 5
1593, false, 14.0, 1.0, 2.8268092826912423, 5
1539, false, 14.0, 1.0, 3.3549894173568173, 5
1529, false, 14.0, 1.0, 4.3962779867174415, 5
1824, true, 14.0, 1.0, 4.12557300713524, 6
1745, true, 14.0, 1.0, 3.546556424519169, 6
1715, true, 14.0, 1.0, 3.871369327574033, 6
1663, true, 14.0, 1.0, 3.139793244315995, 6
1651, false, 14.0, 1.0, 4.264548038251317, 6
1646, false, 14.0, 1.0, 2.6848379747642546, 6
1640, false, 14.0, 1.0, 3.6686553215331568, 6
1610, false, 14.0, 1.0, 4.190400106652125, 6
1780, true, 14.0, 1.0, 3.2882810879456095, 7
1744, true, 14.0, 1.0, 4.561489357644576, 7
1710, true, 14.0, 1.0, 3.8706667356061315, 7
1680, true, 14.0, 1.0, 4.564013534098933, 7
1677, false, 14.0, 1.0, 3.9643381214671676, 7
1658, false, 14.0, 1.0, 3.6621955383921674, 7
1621, false, 14.0, 1.0, 2.915697025137695, 7
1504, false, 14.0, 1.0, 3.0072417733167556, 7
1710, true, 14.0, 1.0, 4.126131217037031, 8
1668, true, 14.0, 1.0, 3.018747316246665, 8
1638, true, 14.0, 1.0, 3.8338240826916055, 8
1620, true, 14.0, 1.0, 4.355532834579972, 8
1583, false, 14.0, 1.0, 4.377384773634036, 8
1573, false, 14.0, 1.0, 4.808646793842432, 8
1556, false, 14.0, 1.0, 2.98799864134322, 8
1436, false, 14.0, 1.0, 4.692945027498744, 8
1765, true, 14.0, 1.0, 3.815682659917776, 9
1723, true, 14.0, 1.0, 4.192759431962014, 9
1711, true, 14.0, 1.0, 3.648978680309766, 9
1661, true, 14.0, 1.0, 4.45283248049379, 9
1640, false, 14.0, 1.0, 3.999987176651515, 9
1594, false, 14.0, 1.0, 3.0852629789925543, 9
1537, false, 14.0, 1.0, 3.541835536885814, 9
1518, false, 14.0, 1.0, 3.4629991917844296, 9
1689, false, 14.0, 1.0, 3.6971373536194996, 10
1607, false, 14.0, 1.0, 3.194373502265008, 10
1601, false, 14.0, 1.0, 3.7622610909061147, 10
1644, false, 14.0, 1.0, 4.265953079648119, 10
1569, false, 14.0, 1.0, 3.8997706337892195, 10
1686, false, 14.0, 1.0, 3.8838683711745485, 10
1629, false, 14.0, 1.0, 4.5215987503463495, 10
1510, false, 14.0, 1.0, 4.390626623091105, 10






























